x1,x2,y
0.288596954656395,-0.9086872668186616,1.0
0.5516389870115428,-1.512609116838514,1.0
-1.0447117677847055,-1.4928775575143665,1.0
0.6509185515331876,-4.5025428055034356,1.0
-0.3218617938742307,-1.2852638706545307,1.0
-0.42721938545910226,-1.6333227000000847,1.0
-0.11101794309938837,-4.415464818341085,1.0
0.603198846654564,2.9540949849390135,1.0
-0.8098671384553324,0.5289654791148608,-1.0
4.580952472865042,-3.243144396685378,-1.0
-1.7384845250566119,-3.208923464378498,-1.0
-3.3102592399629334,-1.6869262687089657,-1.0
-4.597528519036153,3.6065043762719733,1.0
1.486556980578875,1.638404547235785,-1.0
-3.3068886180270236,2.798634984580713,-1.0
4.228935661876936,-0.9905491553570329,1.0
-1.9029197988843563,4.1597905411974425,-1.0
3.631393352390236,-2.3795438264046584,1.0
-4.377228661454452,-2.606470684310175,1.0
3.504712099985873,1.471664805856242,1.0
-0.12466711887671494,6.29425315410096,1.0
-2.4852569177481705,5.610261002921778,1.0
0.6542291956945657,2.831357038249497,1.0
1.9940852382490355,2.824565224411272,1.0
-1.5141722469924015,2.904031867886764,1.0
1.3293141065464478,4.555444394553968,-1.0
0.7784970949857525,-1.1460289573008684,1.0
-2.571365106008011,-4.349755790293707,1.0
-5.406077463675559,1.858787673685216,1.0
4.152874837729867,3.1529492166916526,-1.0
-0.4684208988191399,0.9592758024942919,-1.0
-0.9686474408579259,0.5894986657000769,-1.0
0.5647286074940698,1.5532931852672625,-1.0
1.4758073135714862,-6.03350101380298,-1.0
2.4210832704413754,-0.988756331414952,-1.0
-0.8144758664037204,-2.9023203053364273,-1.0
0.0006233802649863729,1.3853802787675835,-1.0
0.5528423348777034,3.0985725286950054,1.0
1.0772021672048313,-0.41572720122027657,1.0
-2.364132515385761,3.451712021163778,-1.0
-0.9472492455487352,-3.121505504265978,-1.0
-1.516251486852238,-0.7694749568879785,1.0
3.5676486171907626,1.1480100776919095,1.0
5.219939216411047,1.1477457446249941,-1.0
-3.5517264056119595,2.6162204158233493,-1.0
-3.5283721250700966,-1.1878561533152705,-1.0
5.570497302540561,0.7770005453204221,-1.0
-0.42527096748523574,6.457955566130071,1.0
4.0424700201378405,0.5883080739768911,1.0
2.178942221853294,2.550543107291853,1.0
-0.38646654337559416,-3.5130083251844226,-1.0
0.7512268304816192,-0.927251609243212,1.0
-2.6479214444732224,-3.5547618035140873,1.0
1.227420920839917,-2.7781795818023856,-1.0
-4.258401518892998,4.363976442675484,1.0
-1.5519528987955746,-1.224523440512841,1.0
2.09069561245741,-3.8873192307060718,1.0
4.428015398449673,-4.152468892689057,-1.0
3.668483335621818,-0.7386513943852809,1.0
2.501434929539132,4.55832832004954,-1.0
5.358224832858892,0.8925195123997527,-1.0
-4.96872527013024,-2.1727145924029347,1.0
0.1805829122849209,3.3072693695422695,1.0
-5.714315755999955,0.39780943654875944,1.0
-0.5597932876127738,-3.0558130713276834,-1.0
4.244963848809833,-3.601996879719358,-1.0
4.422513712708193,-3.5025075383292283,-1.0
1.5970561899811522,-6.2686223435932975,-1.0
-2.3547408192243635,0.21357719075573445,1.0
-1.0493578833230737,-1.5548461275374157,1.0
-1.1348028502747338,6.301997609925633,1.0
-1.9752091981229398,-0.6379749645655305,1.0
0.4165579437648286,-4.6749470254354515,1.0
-2.9837296649284895,5.538693676162184,1.0
-4.93263921033547,-2.7051990573193616,1.0
4.1126993346752805,-0.7435564683733311,1.0
-1.879692384924876,1.695707299744626,1.0
-3.2577580624952587,-1.3192968418074358,-1.0
-5.5426991852179475,0.16541943412925436,1.0
4.371802455954852,-0.4507844648144481,1.0
3.242530961695143,-2.5028293800729937,1.0
-0.09133620269400632,-4.685249753925986,1.0
-3.690319015391264,-0.7624029012586668,-1.0
-3.8943065428690353,0.7502914507459189,-1.0
1.636860906895337,-1.1436696052536197,-1.0
-0.20491981818196853,3.11250874492865,1.0
-1.8924047224515106,1.0775710447500877,1.0
2.304246837493285,-5.674060127378329,-1.0
1.3620424772555761,-3.1204267673760864,-1.0
0.7871876975817396,3.322267219949996,1.0
1.814508052647716,-1.7099281490044562,-1.0
-2.7441121591931092,0.29796108110273933,1.0
-0.8460777360626933,1.0323520750422714,-1.0
0.8483194363248322,-0.37783725435861715,1.0
1.5353403619153514,1.1896068551514927,-1.0
0.11687308307289626,1.7714495525484049,-1.0
-2.3244509206984096,-0.38797979205338107,1.0
2.13043225845655,-1.4382713611365534,-1.0
0.5443403665923015,-2.774969236557361,-1.0
4.298479517356428,0.2856508476566997,1.0
-5.672828446870736,1.6370739758434671,1.0
-5.269569428893282,2.3026025454380465,1.0
-1.654014899256619,-1.0715267444495429,1.0
3.575450433434474,-5.210961019393983,-1.0
-2.4332210881463547,3.7400666786975583,-1.0
-3.0677595497512673,5.023913470002974,1.0
1.604321472194011,-2.6316299876822087,-1.0
1.7803540282184271,4.715564263534791,-1.0
-5.3590804132455725,0.2677413654414869,1.0
2.450865773614449,4.600631753617041,-1.0
-3.254351215413897,-3.9865500413449735,1.0
-5.078175988121434,-2.003967608029056,1.0
-0.5512927175231933,-3.208657906068925,-1.0
-2.7559499184421767,-2.2436515828187016,-1.0
-2.6404035583551146,-2.2352683831286746,-1.0
-0.693367559267345,-1.2574276231872585,1.0
-4.779787657287154,2.7218547316600583,1.0
3.796724167332017,-1.877204025734329,1.0
-1.5436283875779717,-1.1769557125007521,1.0
0.7040563809965882,3.2542022286904437,1.0
2.5276004134235253,0.0911115996693046,-1.0
1.7379470144198004,-2.558187881447529,-1.0
-5.407243256091993,1.4923210981102255,1.0
4.730301683858208,2.4369403812349644,-1.0
0.4209736070555663,1.4633906354469706,-1.0
0.6983261047228727,1.713386195384163,-1.0
-2.637076673737106,1.2361553331745212,1.0
-2.405454477557526,0.3077215556088096,1.0
0.8904884603286116,-2.8976187453433178,-1.0
-2.5283826772422935,3.3418242426549165,-1.0
0.6086358302709303,1.7431604642676166,-1.0
1.928897780521658,0.9519074331435007,-1.0
0.09104345173697756,1.3062088059879544,-1.0
3.0733869708270194,-5.568305722946106,-1.0
0.6692907891164394,4.587136577903213,-1.0
-2.0462073918361243,1.7733965931208706,1.0
1.7091899719372534,0.7026215161909599,-1.0
0.8103957539921545,-2.6656409271144366,-1.0
-4.8625057705501415,-1.1014920819946246,1.0
-0.6330220520584053,-1.2959937476337058,1.0
0.922749220942637,-0.6095161442707391,1.0
-0.27178208754249833,-1.7656450450541816,1.0
-1.4067147797821626,-4.672453510612228,1.0
4.770011399651462,2.178689864854517,-1.0
-3.905611621585182,0.6713248856998104,-1.0
-0.5373061616430566,-3.3205498989814264,-1.0
3.6818924773725663,-1.917128431487374,1.0
2.337698509656423,-0.292550918163508,-1.0
2.2364136292883097,-0.20307268115601373,-1.0
-1.2856070053782145,-1.4579554857304529,1.0
-3.930251313185825,0.40111287716629057,-1.0
-1.2006706515983512,1.0104202449044084,-1.0
3.339867597298843,-1.8823188751123217,1.0
2.224215597835371,-5.8556395193626,-1.0
-0.06689334223399052,-1.4219354579899088,1.0
-2.276561552665659,-0.6551545848791356,1.0
-3.8293921380638096,1.2108513335254147,-1.0
2.0817476033397977,-5.821022362121367,-1.0
3.750387129337102,3.6687841120401425,-1.0
-2.4635362102183684,0.7598476710761645,1.0
-4.8797306008205,2.933645308526449,1.0
2.3054630974291563,-3.6188659219917336,1.0
3.9935396374029715,2.9747735752351145,-1.0
3.6198779969236137,-2.1544394150800366,1.0
5.214175457588279,-0.33747544120601997,-1.0
2.1383523426244904,-0.19490777067368886,-1.0
1.8770828033191669,-1.935498731516771,-1.0
-1.7738233416393043,-1.0861172319382286,1.0
-0.51464908590404,-4.657831665981733,1.0
2.2230990268328092,4.564533051074324,-1.0
2.7138790601312848,-0.675581237776891,-1.0
-0.5693673453353963,1.0264173704940744,-1.0
-1.4818572415176536,-1.7743310693161287,1.0
-1.4758837323420995,1.9884035394208748,1.0
1.8492442372175786,2.955664325520216,1.0
-2.6841615675607566,0.7469714887166798,1.0
5.499121107467101,0.7971469618486987,-1.0
0.2635194750643617,1.7397808068473868,-1.0
0.22398780981198535,-3.118634776257082,-1.0
0.40467550242478145,4.632106113053549,-1.0
0.4411192483084481,-6.362061379526503,-1.0
-1.9268844267473286,-1.0456801396538973,1.0
2.6767315695931844,-0.7359288091839066,-1.0
-1.9841525585098883,5.791519154260658,1.0
-1.3210087407996283,6.209802729190768,1.0
-3.4618682896362536,2.4815702593429148,-1.0
-3.771288771791014,0.30487980546534,-1.0
0.4205384311370157,-1.611528311833911,1.0
-3.210889625443568,-1.6450712737893496,-1.0
-0.4615073557019532,-2.982159823505222,-1.0
5.572482057002351,-1.8626791587866434,-1.0
5.5354599654233025,-1.2886785531223102,-1.0
-2.8972647690102034,-1.6801446257877086,-1.0
2.0265944194162904,4.93515129238554,-1.0
-1.924631903069198,1.3550046654199164,1.0
-1.0229771753636592,0.7637133864218668,-1.0
-0.3467345909799571,1.226641158203417,-1.0
-0.9825448007253875,-2.273772132175631,1.0
0.967616288947789,-1.0903880721387955,1.0
2.2565311846152016,-0.7499644882547335,-1.0
3.900790733833597,-0.0523913886307425,1.0
-0.651477437858413,-2.9915516567308096,-1.0
0.5087510461321277,3.456197819501819,1.0
4.360319318092816,2.5296271597026365,-1.0
-1.0390933631137376,0.5479011349296503,-1.0
-2.564499472705188,-4.22219286459266,1.0
0.66654477849083,-1.2537926408744577,1.0
